id_resto,amount_pictures,average_price,features,description
495,20,$$ ($20 to $30),,"Tropikàl is a modern restaurant offering a unique and luxurious culinary Caribbean experience for your palette.
Our dishes are inspired and influenced by the Caribbean, West Africa and Afro-Latin cuisine.show more"
496,6,$$ ($20 to $30),,"Le Robin des Bois. The Robin des Bois is a restaurant and so much more! Located in the heart of the beautiful Parc La Fontaine, between trees, ponds and urban wildlife, the Robin des Bois offers a food counter & bar, a wide range of activities from yoga, to drag brunch, live music performances and summer camps!
Our mission is to create links and encourage mutual support. Visit our website to learn more about the organizations we support, the volunteer opportunities we offer, our services and menus.
Speaking of menus, we offer healthy, tasty, seasonal and creative cuisine made from local Quebec products. Inspired by the community and humanist values that animate the Robin des Bois, our menu is carefully concocted by our chef Amélie Acloque and her generous team of cooks and volunteers.
Fall under the charm of the Robin des Bois, a warm, spacious, bright and welcoming place. During the summer, enjoy our gazebos and terraces, unique in Montreal. Visit our website to make reservations and learn about the activities offered.
We look forward to welcoming you!show more"
497,26,"$ (less than $20), $$ ($20 to $30)",,"ZIBO! Restaurant-Bars offer a mouth-watering California cuisine featuring salads, pizza, pasta, grilled dishes, fish, succulent desserts as well as a generous wine list. Whether enjoying a drink at the bar, a meal in the dining room or in a private setting, a romantic lunch for two, an outing with friends and family, a business dinner or even a hopping happy hour, customers appreciate the warm and trendy atmosphere of ZIBO! Restaurant-Bars.show more"
498,24,$$ ($20 to $30),,"Welcome to Ristorante San Marzano, named after the famous San Marzano tomato (a variety of plum tomatoes considered by many chefs to produce the best tomato sauce in the world.)  
Ristorante San Marzano offers Italian cuisine from fresh, local products in a sleek and elegant setting, paired with exceptional service for any occasion. From a romantic escape, business lunch or family event, your satisfaction is our main priority.
Enjoy dining in a warm and trendy atmosphere, with selections from the seasonal menu as well our client favorites, available year-round. Our pasta dishes range from cutting edge to traditional and our popular veal and steaks are cooked to perfection. 
A pizza of the day is also offered and is highly praised among patrons. Our dessert selections are homemade and include what many claims to be the best “panna cotta” in Montreal!show more"
499,27,$$ ($20 to $30),,"A bring your own wine restaurant, just the way we like them. L’ours caverne culinaire offers simple yet tasty cuisine. Original and beautifully presented dishes, often healthy and even smoked, will not fail to amaze you. A varied menu offers delicious dishes full of fresh and quality products.   In addition, the service is attentive and courteous and is offered in a relaxing atmosphere with a warm decor. Your taste buds will be delighted to savor original and tasty cuisine in a welcoming and friendly atmosphere.show more"
500,24,"$$ ($20 to $30), $$$ ($30 to $45)",,"Ristorante Portovino Laval is establishing itself as a premier BYOW destination in Laval. Our passion for great food and uncompromising service and attention to detail make every occasion, affordably chic! At Portovino, we love good food and it's reflected in everything we do. From our mouth-watering appetizers, chef-inspired seasonal culinary creations, to our weekly table d’hôte menu. Portovino is the perfect culinary escape for family and friend gatherings as well as intimate rendez-vous.show more"
501,24,$$$ ($30 to $45),,"Casa Galicia Restaurant in Montreal is one of the best Spanish restaurants in North America. Casa Galicia has a unique cellar of reserve wines from Spain's finest wine making regions.   Owner and chef Tino Oliveira's traditional cuisine from Galicia is sure to impress you. The many customers can also enjoy a pitcher of fresh sangria (said to be some of the best in Montreal) with their paella, zarzuela or other typical plates from Galicia. The staff is friendly and the decor unique. Flamenco shows with a professional Spanish guitarist on weekends.show more"
502,16,$$ ($20 to $30),,"With a menu as diverse as the clientele it serves, Sahib's attention to quality is paramount and evident in its lean and fat-free tandoori dishes, gluten-free choices and enough selection for a vegetarian paradise. The freshly prepared buffet lunch is unmatched in the West Island and features favourites like butter chicken, succulent lamb curry and chicken tikka. Five professional Indian chefs offer authentic Indian fare at all levels of spiciness. Try a bhojan vegetarian platter, tandoori grill feast, or a balti pot dish inspired by the Birmingham U.K. trend. Sahib’s samosa was voted “best samosa” by West Islanders! Our newly renovated British style Indian Pub has seven varieties of beer on tap including a few Indian favorites Taj Mahal and Cobra as well as Bass and Newcastle. We also have many domestic bottled beers and a new and extensive wine list. Join us for happy hour weekdays from 4pm to 6pm. Well situated off St. John’s Blvd. between highways 20 and 40, Restaurant Sahib is accessible to virtually anyone travelling to or from the West Island. Open seven nights a week for dinner, Sahib can seat up to 114 people and can accommodate up to 60 people for private functions. Take advantage of our early-bird special weekdays from 5pm to 6:30pm (excluding holidays). If you’d rather do your dining at home or in the office, Sahib also offers *take-out, delivery and catering for any type of event.show more"
503,24,$$ ($20 to $30),,"With a menu of no less than 45 miniburgers, 180 variations of tartare, more than 15 decadent poutines (including the award-winning Zombie poutine) plus generous salads, TABOO Cuisine Rebelle offers a personalized dining experience in a friendly, urban setting. Plates are created according to the patron’s taste and mood of the moment.show more"
504,48,$ (less than $20),,"It has been many years that the likable Elio and his wife Nina from the province of Avellino close to Naples have opened the doors of Restaurant Elio Pizzeria. We must say that this restaurant is not just a simple pizzeria, Elio and family offer to their North American customers typical Neapolitans Home Style dishes. During all these years, Restaurant Elio has served numerous and faithful customers. When the restaurant first opened in 1964, it had the ability to serve only 18 diners. Today, Elio and family are proud of being able to accommodate more than 700 individuals due to their two reception halls (Buffet Anna Maria). With a gentle smile, Elio and Family wish you a great home style food experience, one you won't surely forget.show more"
